IndividualID,IndividualDegree,IndividualBetweenness,ColonyID,Date,FoodType,Treatment,GroupSize,ConditionCompiled,NumberWorkers,Group ID,
1156,12,6.91547619,Networks-6-7-2,7-Jun-22,C,B,L,CBL,27,25,
1163,12,7.916208791,Networks-6-7-2,7-Jun-22,C,B,L,CBL,27,25,
1166,8,0.346403596,Networks-6-7-2,7-Jun-22,C,B,L,CBL,27,25,
1167,7,2.635714286,Networks-6-7-2,7-Jun-22,C,B,L,CBL,27,25,
419,9,6.719189797,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
458,10,6.013492063,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
561,13,10.55912698,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
637,12,5.331081827,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
666,8,5.090921823,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
703,12,6.610843731,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
756,14,9.36930651,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
795,8,7.221188779,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
797,15,17.83623207,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
828,8,3.219970716,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
880,7,1.031349206,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
895,7,3.963540871,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
918,6,0.9754329,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
919,15,12.59948646,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1097,11,6.890266106,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1101,13,6.59457389,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1122,7,1.75,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1123,10,2.573412698,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1126,11,4.515266106,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1127,4,1.333333333,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1129,9,3.137301587,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
1157,9,1.66468254,Networks-6-8-1,8-Jun-22,C,B,L,CBL,26,26,
422,4,4.588888889,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
542,7,7.288924964,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
543,6,6.728968254,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
605,7,5.978643579,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
633,7,16.05873016,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
637,7,7.892099567,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
703,13,41.94310967,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
729,2,0,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
758,3,2.758008658,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
765,7,14.56948052,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
819,9,13.99686147,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
852,9,19.39372294,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
853,3,1.078968254,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
881,2,0,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
888,4,0.567099567,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
1123,8,13.67619048,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
1129,5,5.237301587,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
1133,4,1.828968254,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
1152,7,12.19960317,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
1157,5,7.358766234,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
1166,6,5.066666667,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
1167,10,27.08344156,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
2847,3,1.705555556,Networks-6-9-1,9-Jun-22,C,B,L,CBL,27,27,
