ID1,ID2,locX,locY,time,Interpolation
795,765,2697.56780076791,875.140962204343,16,0
480,1152,3701.78471578964,1145.6796091988,64,0
1070,1152,3756.47453013169,1187.03794607365,119,0
637,480,3477.27045687618,992.752879744021,256,0
1133,1101,3587.71687212995,991.065676415406,291,0
1152,1101,3728.02096639085,1184.97592148967,372,0
849,1133,3563.10493322816,970.279583567852,432,0
849,1133,3549.82081537215,979.483485637179,435,1
849,1133,3524.33692090025,971.009579899819,437,0
849,1133,3530.96303995618,974.678442474144,443,0
849,1133,3536.05055115738,981.500320816953,444,0
849,1133,3669.0612666818,1077.8356369803,472,0
480,1133,3590.35006942612,1074.71748152205,518,0
480,1133,3581.22269166355,1085.05144966488,519,0
480,1133,3675.1149222163,1142.30030571558,529,0
480,1133,3674.40956129842,1125.98178464965,531,0
480,1133,3671.35139808137,1105.98905982626,532,0
480,1133,3661.90305097816,1142.96161667636,538,0
480,1133,3664.65962079746,1157.10743856177,543,0
480,1133,3669.01113085402,1154.1607666266,544,0
480,1133,3670.54874925256,1152.60563677058,545,0
849,480,3551.53653108609,1009.80970407633,552,0
849,480,3544.02864229725,994.786843973054,559,0
849,480,3537.56918150031,999.310427821027,560,0
849,480,3539.1722922342,999.464766432811,561,0
849,480,3537.75066132607,1000.45510423654,562,1
849,480,3536.36594972117,1001.45965542616,563,0
849,480,3540.27894848561,1007.70370879673,564,0
849,480,3540.58175508024,1008.17094844317,565,0
849,480,3535.58566087088,1010.19974287564,566,0
542,1070,3644.24926964377,1325.62858406321,573,0
542,1070,3635.43696339027,1327.97093009936,574,0
542,1070,3596.00909137385,1294.75474570722,587,0
542,1070,3596.91713486122,1292.54147782909,588,0
542,1070,3596.27574016764,1290.36846827584,589,0
480,1133,3576.00323994016,1111.64345440224,645,0
480,1133,3583.12869754388,1112.61499610704,646,0
480,1133,3583.85846473689,1109.18593927478,647,0
480,1133,3573.49025350657,1098.88086594564,650,0
1070,480,3633.62618545803,1117.84568175461,662,1
1127,1101,3719.83870962977,1476.65172935555,773,0
480,819,3548.97789236958,909.471626110766,774,1
1070,480,3628.06638983158,1029.96813103477,797,0
1070,480,3628.55775301963,1032.74446910407,798,0
1070,1101,3611.65821590585,1059.82567368193,798,0
480,1101,3603.92208962056,1030.90216150946,798,0
480,819,3496.13846255713,935.962829928003,824,0
480,1133,3486.76775562001,976.512187475423,830,0
542,1070,3630.49658569266,1212.38213619844,844,0
542,1070,3627.31509934301,1192.73506580991,848,0
542,1070,3626.22722976297,1192.85976497098,850,0
542,1070,3629.07412657056,1190.11589868301,852,0
480,1133,3485.59725983623,978.581644543187,877,0
480,1133,3483.19994044488,975.275078717931,878,0
1070,1127,3664.56279738743,1224.04236091105,878,0
542,1070,3635.62271861137,1177.47945452135,879,0
480,1133,3486.09651817191,972.998472657166,879,0
1070,1127,3660.05355036238,1222.77732320666,879,1
480,1133,3488.03673934218,972.60547794553,880,0
1070,1127,3644.63312105228,1208.11159552878,881,0
849,542,3734.02731439,1219.68277419087,894,0
849,542,3716.14007221241,1232.5007740742,897,0
849,2847,3642.76163652353,1281.13576298906,938,0
3116,1101,3643.64854173343,1617.2529785061,987,0
1152,3116,3725.82207301778,1529.5326222145,1051,0
480,1101,3480.74934333169,1076.30188403283,1081,0
480,1101,3468.58224626904,1075.24318063151,1082,0
480,1101,3465.57154291535,1065.45104457635,1083,0
480,1101,3479.05828383908,1072.78493868296,1088,0
480,1101,3489.87050871766,1078.0352442594,1089,0
480,1101,3449.88991522002,1080.27370905304,1090,0
480,1101,3458.48974425969,1081.4210709399,1091,0
480,1101,3457.19778042319,1080.96946651593,1092,0
480,1101,3456.46300881854,1080.71483513898,1093,0
480,1101,3445.0874217994,1078.19564464904,1094,0
480,1101,3450.60720253435,1075.84068801156,1095,0
480,1101,3456.48570815263,1082.73441910749,1096,0
480,1101,3494.21335762105,1083.72831195607,1097,0
1127,1101,3657.30110141421,1126.29517280291,1107,0
1127,1101,3632.13161975306,1136.05648587058,1110,0
1127,1101,3661.90554966101,1173.06526152059,1114,0
1127,1101,3643.91778717616,1144.06228948778,1129,0
1127,1101,3650.06561357278,1160.98256849812,1130,0
1127,1101,3657.8934226894,1169.12457007895,1131,0
1127,1101,3585.06140981781,1173.02154712044,1152,0
637,1127,3641.62053346093,1122.4036826509,1166,0
637,1127,3646.59380891456,1125.10789121199,1167,0
637,1127,3646.46277854068,1123.88922908462,1168,0
637,1127,3647.45779894543,1123.57301118129,1169,0
637,1127,3649.4932651328,1124.80258648042,1170,1
637,1127,3651.62098172387,1126.02270674049,1171,0
637,1127,3658.04710371955,1134.15781126256,1176,0
637,1127,3654.25927366617,1129.2382310769,1177,0
637,1127,3657.31875822487,1123.69921818956,1178,0
637,1127,3657.56173509077,1123.14909322335,1179,0
637,1127,3658.44833315519,1123.51336219939,1180,0
637,1127,3660.91665202773,1115.59277557504,1181,0
637,1127,3662.84063078997,1115.5567968131,1182,0
637,1127,3666.60338314739,1112.43612958029,1183,0
637,1127,3667.59173429004,1109.96111387322,1184,0
637,1127,3668.695166775,1115.63552288698,1187,0
637,1127,3665.04633770528,1106.36903978178,1188,0
637,1127,3667.10199145881,1106.21858412717,1189,0
637,1127,3671.75468122575,1109.02833580438,1190,0
637,1127,3671.79014837597,1109.15943043567,1191,0
637,1127,3662.27561329529,1108.26372820375,1192,0
637,1127,3646.71209489519,1110.86880017864,1193,0
1070,1152,3764.08454289799,1282.7297530851,1223,0
1070,1152,3759.48770816058,1276.30258245128,1224,1
1070,1152,3756.46813796484,1269.83401532072,1225,0
2847,1127,3595.81453537445,1115.95409653496,1239,0
2847,1127,3596.234725388,1108.96104144483,1250,1
2847,1127,3597.08179742666,1111.47592211032,1251,1
2847,1127,3599.65738734677,1117.01462281273,1252,0
637,1070,3689.75950905563,1112.62837640167,1307,0
637,1070,3683.24014481401,1083.61081797756,1310,0
849,3116,3651.68870966432,1368.75145495118,1312,0
849,3116,3650.67049006454,1366.5263656788,1313,1
849,3116,3645.09941011932,1355.51009443928,1315,0
849,3116,3626.56792821713,1336.52217592301,1317,0
849,3116,3634.34055100498,1343.63595197235,1321,0
849,3116,3639.89758432507,1348.65512670091,1322,0
849,3116,3639.96695275415,1359.70014670551,1324,0
1070,2847,3616.75443173126,1064.97192609033,1327,0
1070,2847,3612.41609184869,1064.26874643505,1329,0
1070,2847,3612.3868927461,1063.70099643394,1330,0
542,3116,3704.92700975481,1381.78045291503,1340,0
542,3116,3707.06366411347,1377.73268517349,1341,0
2847,1127,3561.1807204562,1145.27980571093,1377,0
2847,1127,3561.04746207234,1144.22677127314,1378,0
2847,1127,3561.98601511305,1144.67668407805,1379,0
2847,1127,3562.50416420399,1143.95658312342,1380,0
2847,1127,3562.39328242708,1145.64887427757,1381,0
2847,1127,3562.28754392191,1146.16959643257,1382,0
2847,1127,3562.21691469625,1146.19347814743,1383,0
2847,1127,3562.25375624478,1146.09695956257,1384,0
2847,1127,3562.42301801504,1146.3147558757,1385,0
2847,1127,3562.49737551603,1146.62104730185,1386,0
2847,1127,3562.82081089024,1146.68779117833,1387,0
2847,1127,3562.7773976772,1147.11055188234,1388,0
2847,1127,3562.77082743275,1146.89386254454,1389,0
2847,1127,3562.82295057509,1146.97617116513,1390,0
2847,1127,3562.72839789762,1147.06184925463,1391,0
2847,1127,3562.9346442113,1146.95457095583,1392,0
2847,1127,3562.63819142959,1147.44814062619,1393,0
2847,1127,3562.64754292045,1147.44549118632,1394,0
2847,1127,3562.96772972353,1147.2247223905,1395,0
2847,1127,3562.91551681844,1147.37339641721,1396,0
2847,1127,3563.03188665333,1147.48660560696,1397,0
2847,1127,3562.96081477573,1147.64778439272,1398,0
2847,1127,3562.99923424654,1147.51503199354,1399,0
2847,1127,3562.67590769953,1148.12468344882,1400,0
1152,1101,3745.91971935436,1294.1302571499,1413,0
2847,1127,3561.12360035613,1149.78240356991,1415,0
2847,1127,3561.14587945152,1149.87231482366,1416,0
2847,1127,3561.17464338501,1149.98385728895,1422,0
2847,1127,3561.21171173004,1150.19353742873,1423,0
2847,1127,3561.32132621747,1150.3113425823,1426,0
2847,1127,3561.37347186913,1150.39127487467,1427,0
2847,1127,3561.44787503526,1150.57418687291,1428,0
2847,1127,3561.43617815991,1150.57792312647,1429,0
2847,1127,3561.56742870115,1150.57951007011,1430,0
2847,1127,3561.74775152567,1151.13417102051,1431,0
2847,1127,3562.09559206511,1151.19403685639,1432,0
2847,1127,3562.01262536543,1151.47937293204,1433,0
2847,1127,3561.91521408687,1151.5639810861,1434,1
2847,1127,3561.99412645089,1151.55070582899,1435,0
2847,1127,3561.82124389634,1151.77415130251,1436,0
2847,1127,3562.01964027327,1151.44410061298,1437,0
2847,1127,3561.58577899139,1151.89366282296,1438,0
2847,1127,3561.68023771572,1151.92345605918,1439,0
2847,1127,3561.42937553576,1152.02563724806,1440,0
2847,1127,3561.73151214791,1152.35884595943,1441,0
2847,1127,3561.69464138649,1152.72820585741,1442,0
2847,1127,3561.72557858466,1152.89204044875,1443,0
2847,1127,3562.25396434304,1152.5367818024,1447,0
2847,1127,3562.46850025029,1152.40951393082,1448,0
2847,1127,3562.48049199176,1152.08806420972,1449,0
1133,819,2667.20795819051,777.282935013598,1450,0
2847,1127,3562.4410896697,1152.3757773797,1450,0
2847,1127,3563.307363384,1151.51437682536,1451,0
2847,1127,3564.11546878581,1151.3287734809,1452,1
2847,1127,3564.68459318762,1151.67487873871,1453,0
2847,1127,3565.08269844132,1151.2248916515,1454,0
2847,1127,3579.07787047582,1153.17996288797,1458,0
2847,1127,3580.38584476732,1152.50493110737,1459,0
2847,1127,3582.84461778479,1151.93892922994,1460,0
2847,1127,3580.30191815174,1158.1580674686,1461,0
2847,1127,3581.24046987811,1155.8971835708,1462,0
2847,1127,3587.58706133336,1131.33576927248,1463,0
2847,1127,3590.0084182753,1125.91933633809,1464,0
2847,1127,3591.15737259783,1117.19590203886,1465,0
1133,819,2704.46280610131,798.609609624571,1473,0
1133,819,2690.71266589182,798.357825441394,1475,0
795,765,3620.30502115106,1665.44679861253,1476,0
2847,1127,3585.87436147846,1086.89343282403,1479,0
849,1152,3737.03109044207,1349.53407599923,1482,0
480,1127,3458.51938607281,1010.57849712305,1483,0
849,1152,3731.43931421601,1348.80206112162,1486,0
849,1152,3732.03398536963,1355.75989106003,1488,0
637,2847,3612.85236463448,1082.55286470956,1488,1
2847,1127,3575.07667977562,1068.20917957288,1490,0
2847,1127,3574.67553225237,1077.20063248107,1492,0
2847,1127,3569.4886580805,1069.66815443494,1493,0
2847,1127,3585.45708487445,1078.02068400077,1498,0
2847,1127,3570.20917038436,1086.45033164769,1500,0
2847,1127,3581.6446078079,1092.39057364974,1502,0
2847,1127,3580.69539824346,1086.61427340807,1504,0
2847,1127,3580.94610170138,1086.74798725619,1505,0
2847,1127,3555.3584192476,1149.27994453788,1512,0
2847,1127,3558.6971482891,1150.83150496128,1515,0
2847,1127,3552.95393199852,1163.50793132701,1531,0
2847,1127,3550.90391859523,1165.17209664474,1532,1
2847,1127,3546.81193512829,1164.02903099062,1533,0
2847,1127,3545.27882374978,1162.95249103579,1534,1
637,1152,3720.6717773473,1275.32112466498,1601,0
637,1152,3725.27915745102,1286.18666441714,1605,0
849,1152,3735.58851306467,1359.53982737101,1607,0
1152,819,3760.11494139062,1336.74188417379,1617,1
1152,819,3748.80048397553,1360.65958718137,1620,0
1152,819,3734.1617046908,1372.51672742704,1622,0
1152,819,3730.13667419079,1379.59365726386,1623,0
849,1152,3759.34862693826,1377.02131631089,1641,0
849,819,3712.72626344219,1403.22419684953,1641,0
849,1152,3760.10236721806,1377.71625489552,1642,0
849,819,3713.75374423872,1406.49725019379,1642,0
849,1152,3758.25942238983,1377.85571425959,1643,0
849,819,3712.59472504332,1404.9389019136,1643,0
849,1152,3756.98654430864,1378.10529876012,1644,0
849,819,3713.94378141899,1406.59201119223,1644,0
849,1152,3748.46616251524,1375.11830295042,1646,0
849,819,3713.72289982403,1407.2227703915,1646,0
1133,1101,3444.55508298193,1021.45740124395,1648,0
1133,1101,3436.97752091194,1019.75006065867,1649,0
849,1152,3755.76721627174,1357.78974139594,1652,0
849,819,3717.67414050617,1413.17023155735,1652,0
849,819,3717.95985061977,1413.37311798979,1653,0
849,819,3718.23922968381,1416.65139827851,1654,0
849,819,3718.06074288655,1414.59687865273,1655,0
849,1152,3753.09514763535,1359.42431922605,1656,0
849,1152,3749.35468413024,1356.55778730451,1657,0
1133,2847,3505.90172202058,1084.07082996627,1657,0
849,1152,3747.41879983464,1357.66941570253,1658,0
1133,2847,3508.93649466683,1087.06624760048,1658,0
1133,2847,3509.46644874285,1084.31321082716,1659,0
849,1152,3746.70317671056,1362.65330597025,1660,0
1133,2847,3510.34124363028,1087.00429957363,1660,0
1133,2847,3517.03503883547,1090.13950874347,1662,0
1133,2847,3515.26824119063,1092.31149731857,1663,0
849,480,3721.11646966918,1402.9911698611,1685,0
849,480,3722.13408106515,1407.26456402659,1686,0
849,480,3722.81632946628,1408.54005610747,1688,1
849,480,3723.05378755158,1408.77259347552,1689,0
849,480,3726.05520039368,1402.96130355012,1696,0
849,480,3726.9196209034,1402.7196494002,1697,0
849,480,3726.86774598484,1402.65814423748,1698,0
849,480,3726.80940534824,1403.34245224459,1699,0
849,480,3727.23785594395,1402.21061478469,1700,1
849,480,3727.44738636484,1401.12448069634,1701,0
849,480,3727.71699132774,1400.86275377235,1702,1
849,480,3728.03969637223,1400.59426064506,1703,0
849,480,3727.91575571352,1400.49345958033,1704,1
849,480,3727.60280325842,1400.45000132353,1705,0
849,480,3734.59136998906,1382.67253047903,1735,0
849,480,3736.08224755417,1384.54870014244,1736,0
